# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECTANGLE":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7,"EXTREME_RECTANGLE":8,"EXTREME_CIRCLE":9}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {"1":{"aname":"seal","anchor_id":"FILE1_Z1_XY1","type":4,"desc":"","options":{"0":"pup","1":"cow","2":"bull"},"default_option_id":"0"}}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"2_RmuM0a9s","[""5MSL0009---142.png""]",0,"[]","[2,138.787,277.574,33.088,64.338]","{""1"":""0""}"
"2_vU8XIe90","[""5MSL0009---142.png""]",0,"[]","[2,178.309,228.86,34.926,55.147]","{""1"":""0""}"
"2_j4f4HGsX","[""5MSL0009---142.png""]",0,"[]","[2,273.897,193.015,42.279,63.419]","{""1"":""0""}"
"2_XeyCLXIw","[""5MSL0009---142.png""]",0,"[]","[2,295.956,222.426,56.066,37.684]","{""1"":""0""}"
"2_my9tnAU9","[""5MSL0009---142.png""]",0,"[]","[2,274.816,146.14,28.493,68.934]","{""1"":""0""}"
"2_5Z5q7fmc","[""5MSL0009---142.png""]",0,"[]","[2,241.72788,89.15459,61.581,36.765]","{""1"":""0""}"
"2_yCa8HcbT","[""5MSL0009---142.png""]",0,"[]","[2,352.94118,66.176,36.76482,63.42]","{""1"":""0""}"
"2_LhXDMIcW","[""5MSL0009---142.png""]",0,"[]","[2,374.081,137.868,47.794,51.47]","{""1"":""0""}"
"2_XYF8JCHF","[""5MSL0009---142.png""]",0,"[]","[2,359.375,237.132,29.412,63.419]","{""1"":""0""}"
"2_HfGA9iEH","[""5MSL0009---142.png""]",0,"[]","[2,338.235,347.426,22.978,64.339]","{""1"":""0""}"
"2_x1uXTlP0","[""5MSL0009---142.png""]",0,"[]","[2,363.971,332.721,19.301,68.933]","{""1"":""0""}"
"2_wReHZEzW","[""5MSL0009---142.png""]",0,"[]","[2,376.838,359.375,48.713,35.846]","{""1"":""0""}"
"2_mosG49lt","[""5MSL0009---142.png""]",0,"[]","[2,386.949,329.963,44.117,38.603]","{""1"":""0""}"
"2_u8arbN7A","[""5MSL0009---142.png""]",0,"[]","[2,435.662,394.301,34.926,56.986]","{""1"":""0""}"
"2_pXWuB1xd","[""5MSL0009---142.png""]",0,"[]","[2,428.309,175.551,27.573,69.853]","{""1"":""0""}"
"2_MFZ8kXnY","[""5MSL0009---142.png""]",0,"[]","[2,455.88235,68.015,42.27965,49.632]","{""1"":""0""}"
"3_bCGXvpPp","[""5MSL3439---143.png""]",0,"[]","[2,293.199,38.603,158.088,90.073]","{""1"":""2""}"
"3_Qx2tbVPh","[""5MSL3439---143.png""]",0,"[]","[2,295.956,242.647,53.309,41.36]","{""1"":""0""}"
"3_SRVHnBGy","[""5MSL3439---143.png""]",0,"[]","[2,308.824,261.949,54.227,42.279]","{""1"":""0""}"
"3_O5OMqraS","[""5MSL3439---143.png""]",0,"[]","[2,90.993,395.221,62.5,34.926]","{""1"":""0""}"
"3_X3LYjC2Q","[""5MSL3439---143.png""]",0,"[]","[2,81.801,359.375,71.692,30.331]","{""1"":""0""}"
"3_YTmc40Ba","[""5MSL3439---143.png""]",0,"[]","[2,12.868,324.449,56.985,40.441]","{""1"":""0""}"
"3_emxYLx1n","[""5MSL3439---143.png""]",0,"[]","[2,65.257,277.574,54.228,40.441]","{""1"":""0""}"
"3_spvXl10h","[""5MSL3439---143.png""]",0,"[]","[2,125,208.64,41.36,50.551]","{""1"":""0""}"
"3_XC4Tti8j","[""5MSL3439---143.png""]",0,"[]","[2,67.096,34.926,55.147,40.442]","{""1"":""0""}"
"3_fKXZg8e6","[""5MSL3439---143.png""]",0,"[]","[2,199.449,416.36,27.573,65.258]","{""1"":""0""}"
"3_nlv0i1uX","[""5MSL3439---143.png""]",0,"[]","[2,251.838,363.051,128.677,85.478]","{""1"":""2""}"
"4_xplnTejc","[""5MSL3441---26.png""]",0,"[]","[2,30.331,95.588,141.544,125.919]","{""1"":""2""}"
"4_bHMKQLh3","[""5MSL3441---26.png""]",0,"[]","[2,248.162,294.118,33.088,52.389]","{""1"":""0""}"
"4_qHuDwWhh","[""5MSL3441---26.png""]",0,"[]","[2,258.272,397.978,48.713,28.493]","{""1"":""0""}"
"4_0iUP5Atq","[""5MSL3441---26.png""]",0,"[]","[2,364.89,384.191,59.742,28.493]","{""1"":""0""}"
"4_mWhKrXLy","[""5MSL3441---26.png""]",0,"[]","[2,448.529,375,44.118,45.037]","{""1"":""0""}"
"4_RXBMb1Xo","[""5MSL3441---26.png""]",0,"[]","[2,408.088,221.507,54.228,35.846]","{""1"":""0""}"
"4_a1bXnr3n","[""5MSL3441---26.png""]",0,"[]","[2,293.199,279.412,36.764,45.037]","{""1"":""0""}"
"4_3G5UD1to","[""5MSL3441---26.png""]",0,"[]","[2,291.36,103.86,37.684,55.147]","{""1"":""0""}"
"4_U5XIGu6c","[""5MSL3441---26.png""]",0,"[]","[2,367.647,19.301,28.493,56.067]","{""1"":""0""}"
"4_EyA32WcD","[""5MSL3441---26.png""]",0,"[]","[2,247.243,6.434,55.147,47.794]","{""1"":""0""}"
"4_X8v9PGXY","[""5MSL3441---26.png""]",0,"[]","[2,238.971,117.647,26.654,55.147]","{""1"":""0""}"
"4_Xd0WPIpi","[""5MSL3441---26.png""]",0,"[]","[2,245.192,215.385,51.923,75]","{""1"":""1""}"
"4_ffvowvPz","[""5MSL3441---26.png""]",0,"[]","[2,324.038,170.192,28.847,111.539]","{""1"":""1""}"
"4_PfeluFgn","[""5MSL3441---26.png""]",0,"[]","[2,350,263.462,58.654,91.346]","{""1"":""1""}"
"4_3kCWIUkz","[""5MSL3441---26.png""]",0,"[]","[2,322.11508,262.5,33.654,75]","{""1"":""1""}"
"4_Pj7sz7Nk","[""5MSL3441---26.png""]",0,"[]","[2,320.192,346.154,106.731,36.538]","{""1"":""1""}"
"4_wdaDO8fp","[""5MSL3441---26.png""]",0,"[]","[2,288.462,352.885,44.23,100.961]","{""1"":""1""}"
"4_xNKh0mxJ","[""5MSL3441---26.png""]",0,"[]","[2,398.077,330.769,71.154,108.654]","{""1"":""1""}"
"4_LCRa4Xzx","[""5MSL3441---26.png""]",0,"[]","[2,232.692,325.962,70.193,94.23]","{""1"":""1""}"
"4_uqDJmGOS","[""5MSL3441---26.png""]",0,"[]","[2,382.692,187.5,115.385,51.923]","{""1"":""1""}"
"4_XR1kuDwK","[""5MSL3441---26.png""]",0,"[]","[2,374.038,98.077,100,56.731]","{""1"":""1""}"
"4_nkDB4hgL","[""5MSL3441---26.png""]",0,"[]","[2,299.038,101.923,70.193,75.962]","{""1"":""1""}"
"4_uEl6dz6h","[""5MSL3441---26.png""]",0,"[]","[2,379.808,125.962,24.038,61.538]","{""1"":""0""}"
"4_j4bWujdh","[""5MSL3441---26.png""]",0,"[]","[2,271.154,50,108.654,45.192]","{""1"":""1""}"
"4_19XnZNy1","[""5MSL3441---26.png""]",0,"[]","[2,182.692,106.731,62.5,87.5]","{""1"":""1""}"
"5_HMwEthQf","[""5MSL3502---62.png""]",0,"[]","[2,339.154,318.015,106.618,60.661]","{""1"":""1""}"
"5_9hVTi7KQ","[""5MSL3502---62.png""]",0,"[]","[2,396.14,197.61,26.654,120.405]","{""1"":""1""}"
"5_Go28ENFz","[""5MSL3502---62.png""]",0,"[]","[2,6.434,333.64,80.882,64.338]","{""1"":""1""}"
"5_C66tdl61","[""5MSL3502---62.png""]",0,"[]","[2,48.713,301.471,50.552,40.441]","{""1"":""0""}"
"5_85QOwAPZ","[""5MSL3502---62.png""]",0,"[]","[2,65.257,102.022,48.714,39.522]","{""1"":""0""}"
"5_2iqP5wtq","[""5MSL3502---62.png""]",0,"[]","[2,45.037,37.684,25.735,62.5]","{""1"":""0""}"
"5_u0xJB7IX","[""5MSL3502---62.png""]",0,"[]","[2,310.662,276.654,62.5,28.493]","{""1"":""0""}"
"5_Wo7FbROD","[""5MSL3502---62.png""]",0,"[]","[2,312.5,217.831,26.654,50.551]","{""1"":""0""}"
"5_jpIUGgEa","[""5MSL3502---62.png""]",0,"[]","[2,418.199,266.544,20.22,54.228]","{""1"":""0""}"
"6_ekX30ZBR","[""5MSL3505---5.png""]",0,"[]","[2,280.331,159.007,56.985,96.508]","{""1"":""1""}"
"6_KCu7kYwN","[""5MSL3505---5.png""]",0,"[]","[2,0,159.926,113.971,121.324]","{""1"":""2""}"
"6_LjBQXCUs","[""5MSL3505---5.png""]",0,"[]","[2,27.574,295.037,94.669,40.441]","{""1"":""1""}"
"6_PtXUdvdM","[""5MSL3505---5.png""]",0,"[]","[2,108.456,340.993,124.081,22.058]","{""1"":""1""}"
"6_GpAb3z4U","[""5MSL3505---5.png""]",0,"[]","[2,136.029,361.213,79.964,56.066]","{""1"":""1""}"
"6_CO2i8VTA","[""5MSL3505---5.png""]",0,"[]","[2,110.294,420.956,91.912,49.632]","{""1"":""1""}"
"6_yCjkpXmA","[""5MSL3505---5.png""]",0,"[]","[2,386.029,201.287,47.795,44.117]","{""1"":""0""}"
"6_2ZqfvJgd","[""5MSL3505---5.png""]",0,"[]","[2,264.706,84.559,42.279,35.845]","{""1"":""0""}"
"6_i37NTGQ2","[""5MSL3505---5.png""]",0,"[]","[2,234.375,68.015,35.846,43.198]","{""1"":""0""}"
"6_QBXkT3iI","[""5MSL3505---5.png""]",0,"[]","[2,277.574,48.713,45.036,54.228]","{""1"":""0""}"
"6_GTzSCzwN","[""5MSL3505---5.png""]",0,"[]","[2,140.62529,201.287,25.735,64.338]","{""1"":""0""}"
"6_nSX9lZbG","[""5MSL3505---5.png""]",0,"[]","[2,120.404,133.272,33.089,56.985]","{""1"":""0""}"
"6_klUO7Q6L","[""5MSL3505---5.png""]",0,"[]","[2,166.36,268.382,66.177,23.897]","{""1"":""0""}"
"6_dMRoVwCg","[""5MSL3505---5.png""]",0,"[]","[2,109.375,310.662,63.419,22.059]","{""1"":""0""}"
"6_VMiZo3Xw","[""5MSL3505---5.png""]",0,"[]","[2,187.5,395.221,19.301,52.389]","{""1"":""0""}"
"7_Xb0UFsZJ","[""5MSL3506---110.png""]",0,"[]","[2,155.331,245.404,41.36,53.309]","{""1"":""0""}"
"7_recuNWok","[""5MSL3506---110.png""]",0,"[]","[2,353.86,260.11029,56.986,25.73571]","{""1"":""0""}"
"7_BrJ6uFcj","[""5MSL3506---110.png""]",0,"[]","[2,371.32318,151.654,27.57388,59.743]","{""1"":""0""}"
"7_iPFpt5hC","[""5MSL3506---110.png""]",0,"[]","[2,359.375,86.397,32.169,56.066]","{""1"":""0""}"
"7_ANhO5axT","[""5MSL3506---110.png""]",0,"[]","[2,454.963,26.654,43.199,43.199]","{""1"":""0""}"
"7_cdr64N4n","[""5MSL3506---110.png""]",0,"[]","[2,403.493,211.397,58.823,28.493]","{""1"":""0""}"
"7_LEYwJSk0","[""5MSL3506---110.png""]",0,"[]","[2,422.794,338.235,22.059,54.228]","{""1"":""0""}"
"7_9oyqu0Hw","[""5MSL3506---110.png""]",0,"[]","[2,432.904,426.471,62.5,22.978]","{""1"":""0""}"
"7_83NOe5zN","[""5MSL3506---110.png""]",0,"[]","[2,200.368,434.743,20.22,59.742]","{""1"":""0""}"
"7_TzeLPpXl","[""5MSL3506---110.png""]",0,"[]","[2,221.50735,112.132,123.16165,117.647]","{""1"":""2""}"
"7_6rDTxeXu","[""5MSL3506---110.png""]",0,"[]","[2,265.625,241.728,97.426,46.875]","{""1"":""1""}"
"7_IFGtKabD","[""5MSL3506---110.png""]",0,"[]","[2,150.735,192.096,91.912,59.742]","{""1"":""1""}"
"7_BnSKmvha","[""5MSL3506---110.png""]",0,"[]","[2,343.75,282.169,121.324,33.088]","{""1"":""1""}"
"7_vZMa83OB","[""5MSL3506---110.png""]",0,"[]","[2,362.132,309.743,89.155,53.308]","{""1"":""1""}"
"7_86z8Woln","[""5MSL3506---110.png""]",0,"[]","[2,345.588,358.456,101.103,47.794]","{""1"":""1""}"
"7_lXsEXjo8","[""5MSL3506---110.png""]",0,"[]","[2,343,389,41,103]","{""1"":""1""}"
"7_M2IcsSsy","[""5MSL3506---110.png""]",0,"[]","[2,178,394,89,59]","{""1"":""1""}"
"7_SQDFNes7","[""5MSL3506---110.png""]",0,"[]","[2,388,443,89,48]","{""1"":""1""}"
"8_YOUYKtM1","[""5MSL3517---98.png""]",0,"[]","[2,230,394,28,62]","{""1"":""0""}"
"8_lGORu3xi","[""5MSL3517---98.png""]",0,"[]","[2,90,408,53,28]","{""1"":""0""}"
"8_2LlG02Fb","[""5MSL3517---98.png""]",0,"[]","[2,81,362,40,36]","{""1"":""0""}"
"8_CnrQQJFb","[""5MSL3517---98.png""]",0,"[]","[2,105,254,52,35]","{""1"":""0""}"
"8_LZxXDffU","[""5MSL3517---98.png""]",0,"[]","[2,165,195,30,49]","{""1"":""0""}"
"8_GYDqs7BL","[""5MSL3517---98.png""]",0,"[]","[2,233,329,44,42]","{""1"":""0""}"
"8_XOqM9t88","[""5MSL3517---98.png""]",0,"[]","[2,318,295,37,39]","{""1"":""0""}"
"8_Ygrd3bVZ","[""5MSL3517---98.png""]",0,"[]","[2,392,275,32,49]","{""1"":""0""}"
"8_KX19klEi","[""5MSL3517---98.png""]",0,"[]","[2,370,174,29,47]","{""1"":""0""}"
"8_bic3fJJs","[""5MSL3517---98.png""]",0,"[]","[2,400,93,71,35]","{""1"":""0""}"
"8_dp4eMrX9","[""5MSL3517---98.png""]",0,"[]","[2,318,60,45,34]","{""1"":""0""}"
"8_zU02nCKO","[""5MSL3517---98.png""]",0,"[]","[2,423,6,35,31]","{""1"":""0""}"
"8_1qGGMxK1","[""5MSL3517---98.png""]",0,"[]","[2,411,371,42,35]","{""1"":""0""}"
"8_V69NwrKj","[""5MSL3517---98.png""]",0,"[]","[2,263,114,30,53]","{""1"":""0""}"
"8_T7GjT90V","[""5MSL3517---98.png""]",0,"[]","[2,299,100,84,56]","{""1"":""1""}"
"8_X3TItRLK","[""5MSL3517---98.png""]",0,"[]","[2,242,46,116,36]","{""1"":""1""}"
"8_S7YDAqfL","[""5MSL3517---98.png""]",0,"[]","[2,383,131,112,38]","{""1"":""1""}"
"8_XwvjEBfS","[""5MSL3517---98.png""]",0,"[]","[2,442,171,55,96]","{""1"":""1""}"
"8_Zt4vI4Uf","[""5MSL3517---98.png""]",0,"[]","[2,403,282,82,73]","{""1"":""1""}"
"8_JJPs1JHs","[""5MSL3517---98.png""]",0,"[]","[2,384,180,56,106]","{""1"":""1""}"
"8_5aWBnCtb","[""5MSL3517---98.png""]",0,"[]","[2,268,317,115,47]","{""1"":""1""}"
"8_IU8sCjN8","[""5MSL3517---98.png""]",0,"[]","[2,389,392,110,37]","{""1"":""1""}"
"8_Ohy9A0NX","[""5MSL3517---98.png""]",0,"[]","[2,212,377,107,60]","{""1"":""1""}"
"8_hjXXAZRO","[""5MSL3517---98.png""]",0,"[]","[2,164,390,76,80]","{""1"":""1""}"
"8_2RHYM32n","[""5MSL3517---98.png""]",0,"[]","[2,93,400,86,74]","{""1"":""1""}"
"8_viyEdkXX","[""5MSL3517---98.png""]",0,"[]","[2,51,318,103,51]","{""1"":""1""}"
"8_yNq6o1O9","[""5MSL3517---98.png""]",0,"[]","[2,138,227,50,99]","{""1"":""1""}"
"8_5FRAl5iA","[""5MSL3517---98.png""]",0,"[]","[2,191,146,45,104]","{""1"":""1""}"
"8_UqCu1prd","[""5MSL3517---98.png""]",0,"[]","[2,226,189,141,97]","{""1"":""2""}"
"9_5nHMuyWj","[""5MSL3519---26.png""]",0,"[]","[2,301,440,47,40]","{""1"":""0""}"
"9_OypE50AD","[""5MSL3519---26.png""]",0,"[]","[2,424,398,23,64]","{""1"":""0""}"
"9_YHMtbtQs","[""5MSL3519---26.png""]",0,"[]","[2,386,379,60,27]","{""1"":""0""}"
"9_KLbPBDKi","[""5MSL3519---26.png""]",0,"[]","[2,383,298,56,33]","{""1"":""0""}"
"9_0fFRwLnv","[""5MSL3519---26.png""]",0,"[]","[2,264,396,30,60]","{""1"":""0""}"
"9_vL2xfChU","[""5MSL3519---26.png""]",0,"[]","[2,189,434,70,26]","{""1"":""0""}"
"9_BrnxclVm","[""5MSL3519---26.png""]",0,"[]","[2,194,402,64,30]","{""1"":""0""}"
"9_oofjn4xI","[""5MSL3519---26.png""]",0,"[]","[2,189,323,26,67]","{""1"":""0""}"
"9_qXfRsd40","[""5MSL3519---26.png""]",0,"[]","[2,39,381,60,34]","{""1"":""0""}"
"9_rhe1A5XP","[""5MSL3519---26.png""]",0,"[]","[2,110,263,33,64]","{""1"":""0""}"
"9_NrSKYA6n","[""5MSL3519---26.png""]",0,"[]","[2,7,275,52,49]","{""1"":""0""}"
"9_D1fHnnya","[""5MSL3519---26.png""]",0,"[]","[2,1,176,53,35]","{""1"":""0""}"
"9_EkMbS3Jl","[""5MSL3519---26.png""]",0,"[]","[2,69,173,34,53]","{""1"":""0""}"
"9_O6qi7rDZ","[""5MSL3519---26.png""]",0,"[]","[2,96,167,43,58]","{""1"":""0""}"
"9_5xEZRweg","[""5MSL3519---26.png""]",0,"[]","[2,174,221,42,52]","{""1"":""0""}"
"9_cp6zaSdU","[""5MSL3519---26.png""]",0,"[]","[2,227,248,61,33]","{""1"":""0""}"
"9_vlQJwCzA","[""5MSL3519---26.png""]",0,"[]","[2,274,203,70,28]","{""1"":""0""}"
"9_SwsXMmaL","[""5MSL3519---26.png""]",0,"[]","[2,188,164,58,35]","{""1"":""0""}"
"9_2GaJx21p","[""5MSL3519---26.png""]",0,"[]","[2,196,151,64,28]","{""1"":""0""}"
"9_FCJDb3lK","[""5MSL3519---26.png""]",0,"[]","[2,276,119,60,44]","{""1"":""0""}"
"9_jIbUZIAd","[""5MSL3519---26.png""]",0,"[]","[2,304,47,46,52]","{""1"":""0""}"
"9_6KaJ1ajz","[""5MSL3519---26.png""]",0,"[]","[2,266,12,63,34]","{""1"":""0""}"
"9_mdclHuvJ","[""5MSL3519---26.png""]",0,"[]","[2,104,48,40,53]","{""1"":""0""}"
"9_0W2a5JJM","[""5MSL3519---26.png""]",0,"[]","[2,17,77,57,42]","{""1"":""0""}"
"9_YKaQuu4E","[""5MSL3519---26.png""]",0,"[]","[2,17,120,36,41]","{""1"":""0""}"
"10_QLxMtBuZ","[""5MSL3520---171.png""]",0,"[]","[2,241,210,62,30]","{""1"":""0""}"
"10_WnSJ4Kvl","[""5MSL3520---171.png""]",0,"[]","[2,324,124,45,53]","{""1"":""0""}"
"10_gMpeOucw","[""5MSL3520---171.png""]",0,"[]","[2,259,52,33,62]","{""1"":""0""}"
"10_wZO4IH5s","[""5MSL3520---171.png""]",0,"[]","[2,220,18,67,33]","{""1"":""0""}"
"10_oZBrvGXZ","[""5MSL3520---171.png""]",0,"[]","[2,151,32,39,54]","{""1"":""0""}"
"10_mZ11bwxH","[""5MSL3520---171.png""]",0,"[]","[2,203,185,57,34]","{""1"":""0""}"
"10_h1eSRNLJ","[""5MSL3520---171.png""]",0,"[]","[2,206,121,52,57]","{""1"":""0""}"
"10_MHrfXrXc","[""5MSL3520---171.png""]",0,"[]","[2,169,226,106,140]","{""1"":""2""}"
"11_4kdn927b","[""5MSL3682---7.png""]",0,"[]","[2,115,117,51,23]","{""1"":""0""}"
"11_2hHWkLJW","[""5MSL3682---7.png""]",0,"[]","[2,151,413,50,39]","{""1"":""0""}"
"11_i24DcAXz","[""5MSL3682---7.png""]",0,"[]","[2,335,447,64,38]","{""1"":""0""}"
"11_Erqh4yP3","[""5MSL3682---7.png""]",0,"[]","[2,434,228,25,52]","{""1"":""0""}"
"11_aQXaXNoL","[""5MSL3682---7.png""]",0,"[]","[2,241,16,49,55]","{""1"":""0""}"
"11_KG7cdNLO","[""5MSL3682---7.png""]",0,"[]","[2,469,272,27,64]","{""1"":""0""}"
"11_LrMq3xP9","[""5MSL3682---7.png""]",0,"[]","[2,361,290,115,45]","{""1"":""1""}"
"11_6yGZ2J1O","[""5MSL3682---7.png""]",0,"[]","[2,204,115,132,48]","{""1"":""1""}"
"12_JKT237H9","[""5MSL3778---83.png""]",0,"[]","[2,348,198,39,50]","{""1"":""0""}"
"12_kgMnbI5V","[""5MSL3778---83.png""]",0,"[]","[2,374,185,65,23]","{""1"":""0""}"
"12_6efGXG2x","[""5MSL3778---83.png""]",0,"[]","[2,345,147,58,26]","{""1"":""0""}"
"12_NqEM1BwH","[""5MSL3778---83.png""]",0,"[]","[2,325,39,35,42]","{""1"":""0""}"
"12_6V93ntKZ","[""5MSL3778---83.png""]",0,"[]","[2,188,103,22,42]","{""1"":""0""}"
"12_AYZq4xJE","[""5MSL3778---83.png""]",0,"[]","[2,157,70,27,49]","{""1"":""0""}"
"12_N060kfX9","[""5MSL3778---83.png""]",0,"[]","[2,102,129,48,17]","{""1"":""0""}"
"12_2qGUfyEL","[""5MSL3778---83.png""]",0,"[]","[2,59,192,31,26]","{""1"":""0""}"
"12_AEkXj6bX","[""5MSL3778---83.png""]",0,"[]","[2,99,306,46,25]","{""1"":""0""}"
"12_iE5eeTdc","[""5MSL3778---83.png""]",0,"[]","[2,134,262,46,35]","{""1"":""0""}"
"12_4QvGkCkw","[""5MSL3778---83.png""]",0,"[]","[2,129,234,23,39]","{""1"":""0""}"
"12_ssgYgXZP","[""5MSL3778---83.png""]",0,"[]","[2,90,226,16,47]","{""1"":""0""}"
"12_k9ogy2Gw","[""5MSL3778---83.png""]",0,"[]","[2,140,193,34,35]","{""1"":""0""}"
"12_zzyE94dx","[""5MSL3778---83.png""]",0,"[]","[2,86,65,23,45]","{""1"":""0""}"
"12_1ePMcad8","[""5MSL3778---83.png""]",0,"[]","[2,229,162,27,53]","{""1"":""0""}"
"12_FXklrdJl","[""5MSL3778---83.png""]",0,"[]","[2,65,111,55,68]","{""1"":""1""}"
"12_mmdwUaws","[""5MSL3778---83.png""]",0,"[]","[2,152,180,43,84]","{""1"":""1""}"
"12_lSTpXjBY","[""5MSL3778---83.png""]",0,"[]","[2,123,137,32,94]","{""1"":""1""}"
"12_KOb8OGog","[""5MSL3778---83.png""]",0,"[]","[2,180,121,80,57]","{""1"":""1""}"
"12_83GMbdZ4","[""5MSL3778---83.png""]",0,"[]","[2,186,38,65,82]","{""1"":""1""}"
"12_FWcW81So","[""5MSL3778---83.png""]",0,"[]","[2,97,41,61,78]","{""1"":""1""}"
"12_stTvWDkl","[""5MSL3778---83.png""]",0,"[]","[2,276,28,57,85]","{""1"":""1""}"
