# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECTANGLE":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7,"EXTREME_RECTANGLE":8,"EXTREME_CIRCLE":9}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {"1":{"aname":"seal","anchor_id":"FILE1_Z0_XY1","type":4,"desc":"","options":{"0":"pup","1":"cow","2":"bull"},"default_option_id":"1"}}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"2_Q0Bo7A8F","[""4MSL0094---138.png""]",0,"[]","[2,249.436,178.33,33.295,55.869]","{""1"":""1""}"
"2_tP4LOlZu","[""4MSL0094---138.png""]",0,"[]","[2,396.163,255.079,56.433,37.81]","{""1"":""1""}"
"2_2U5Y5cso","[""4MSL0094---138.png""]",0,"[]","[2,454.853,318.849,20.881,50.225]","{""1"":""1""}"
"2_rnxqb3u8","[""4MSL0094---138.png""]",0,"[]","[2,386.569,332.957,42.889,28.781]","{""1"":""1""}"
"2_RIDX2S8X","[""4MSL0094---138.png""]",0,"[]","[2,375.282,357.788,50.226,31.038]","{""1"":""1""}"
"2_2QZMXiGn","[""4MSL0094---138.png""]",0,"[]","[2,69.977,401.242,64.335,27.652]","{""1"":""1""}"
"2_jXds3kjq","[""4MSL0094---138.png""]",0,"[]","[2,348.194,154.063,119.075,108.352]","{""1"":""2""}"
"3_lxjUXrpA","[""4MSL0118---3.png""]",0,"[]","[2,261.287,209.368,42.889,37.81]","{""1"":""0""}"
"3_LYQleybH","[""4MSL0118---3.png""]",0,"[]","[2,251.129,98.194,27.652,44.583]","{""1"":""0""}"
"3_dQ8OFZ3X","[""4MSL0118---3.png""]",0,"[]","[2,165.35,128.668,21.445,58.691]","{""1"":""0""}"
"3_QjvTV2Id","[""4MSL0118---3.png""]",0,"[]","[2,53.047,182.28,23.702,38.375]","{""1"":""0""}"
"3_UGXfGbVQ","[""4MSL0118---3.png""]",0,"[]","[2,164.786,278.781,49.097,25.959]","{""1"":""0""}"
"3_WADtuaag","[""4MSL0118---3.png""]",0,"[]","[2,212.19,29.91,45.711,28.781]","{""1"":""0""}"
"3_4cd6GQNs","[""4MSL0118---3.png""]",0,"[]","[2,283.86,71.67,62.641,86.908]","{""1"":""1""}"
"3_dUHhBlf7","[""4MSL0118---3.png""]",0,"[]","[2,244.357,143.341,80.699,90.293]","{""1"":""1""}"
"3_FlfS3rXz","[""4MSL0118---3.png""]",0,"[]","[2,297.968,319.977,68.285,95.937]","{""1"":""1""}"
"3_1CYopLzR","[""4MSL0118---3.png""]",0,"[]","[2,141.084,275.395,67.155,84.65]","{""1"":""1""}"
"3_JLLwZK1X","[""4MSL0118---3.png""]",0,"[]","[2,127.54,41.196,113.431,34.425]","{""1"":""1""}"
"3_cGXSaWhe","[""4MSL0118---3.png""]",0,"[]","[2,183.973,88.036,31.603,119.639]","{""1"":""1""}"
"3_956zGbEn","[""4MSL0118---3.png""]",0,"[]","[2,1.129,142.777,73.363,54.176]","{""1"":""1""}"
"4_kqpq9Ido","[""4MSL0119---85.png""]",0,"[]","[2,298.533,192.438,47.404,22.009]","{""1"":""0""}"
"4_iiPbaj33","[""4MSL0119---85.png""]",0,"[]","[2,347.63,301.919,63.77,20.316]","{""1"":""0""}"
"4_nM1Ilb6F","[""4MSL0119---85.png""]",0,"[]","[2,278.217,275.959,37.246,33.86]","{""1"":""0""}"
"4_vWSfNPUt","[""4MSL0119---85.png""]",0,"[]","[2,124.153,155.192,48.533,37.81]","{""1"":""0""}"
"4_gYAWUSjH","[""4MSL0119---85.png""]",0,"[]","[2,8.465,257.901,51.354,33.295]","{""1"":""0""}"
"4_3gwFirCM","[""4MSL0119---85.png""]",0,"[]","[2,34.424,379.797,34.425,42.889]","{""1"":""0""}"
"4_nOg43ZtP","[""4MSL0119---85.png""]",0,"[]","[2,457.111,11.851,23.137,44.582]","{""1"":""0""}"
"4_HDA4nxhH","[""4MSL0119---85.png""]",0,"[]","[2,211.625,144.47,114.56,58.69]","{""1"":""1""}"
"4_fwROufYx","[""4MSL0119---85.png""]",0,"[]","[2,89.729,101.58,121.332,52.483]","{""1"":""1""}"
"4_hGR95NfY","[""4MSL0119---85.png""]",0,"[]","[2,212.754,305.869,117.381,42.325]","{""1"":""1""}"
"4_8gPpp4O0","[""4MSL0119---85.png""]",0,"[]","[2,368.51,309.819,110.61,46.84]","{""1"":""1""}"
"4_6HQhlrCu","[""4MSL0119---85.png""]",0,"[]","[2,419.3,2.257,37.811,111.174]","{""1"":""1""}"
"4_kRDl16HP","[""4MSL0119---85.png""]",0,"[]","[2,0.564,115.124,92.551,55.305]","{""1"":""1""}"
"4_OXnLqIG4","[""4MSL0119---85.png""]",0,"[]","[2,23.702,308.126,65.463,108.917]","{""1"":""1""}"
"4_iSINzxXB","[""4MSL0119---85.png""]",0,"[]","[2,329.571,463.883,46.276,29.909]","{""1"":""0""}"
"4_XHIyqvyv","[""4MSL0119---85.png""]",0,"[]","[2,1.129,208.239,60.948,68.849]","{""1"":""1""}"
"5_hGe6xn7Q","[""4MSL0119---93.png""]",0,"[]","[2,138.262,88.036,23.702,41.761]","{""1"":""0""}"
"5_lzecp4le","[""4MSL0119---93.png""]",0,"[]","[2,250,40.632,19.752,56.998]","{""1"":""0""}"
"5_gWyqdhMG","[""4MSL0119---93.png""]",0,"[]","[2,332.957,6.772,28.217,45.147]","{""1"":""0""}"
"5_DRR3EtML","[""4MSL0119---93.png""]",0,"[]","[2,341.422,117.946,45.147,41.196]","{""1"":""0""}"
"5_eXHseXKh","[""4MSL0119---93.png""]",0,"[]","[2,251.693,186.23,49.097,32.167]","{""1"":""0""}"
"5_9XzDMsSI","[""4MSL0119---93.png""]",0,"[]","[2,66.027,46.84,91.987,69.413]","{""1"":""1""}"
"5_GIsNH75r","[""4MSL0119---93.png""]",0,"[]","[2,25.395,252.822,101.016,55.869]","{""1"":""1""}"
"5_0kXTNegt","[""4MSL0119---93.png""]",0,"[]","[2,225.169,183.409,68.285,86.907]","{""1"":""1""}"
"5_Uf8dMbgG","[""4MSL0119---93.png""]",0,"[]","[2,273.702,1.129,28.781,117.381]","{""1"":""1""}"
"5_WGp3EFlB","[""4MSL0119---93.png""]",0,"[]","[2,327.314,53.612,80.135,91.986]","{""1"":""1""}"
"5_xsVmXKyD","[""4MSL0119---93.png""]",0,"[]","[2,383.183,229.684,69.413,96.501]","{""1"":""1""}"
"6_qYA5qVh5","[""4MSL0121---99.png""]",0,"[]","[2,225.734,59.819,49.097,48.533]","{""1"":""0""}"
"6_eGIunaje","[""4MSL0121---99.png""]",0,"[]","[2,338.036,74.492,51.355,47.968]","{""1"":""0""}"
"6_4pNTICi5","[""4MSL0121---99.png""]",0,"[]","[2,199.774,203.16,49.097,38.939]","{""1"":""0""}"
"6_wvc1ZNxp","[""4MSL0121---99.png""]",0,"[]","[2,284.424,264.108,33.296,45.711]","{""1"":""0""}"
"6_bl3ksQst","[""4MSL0121---99.png""]",0,"[]","[2,0.564,333.521,33.296,42.89]","{""1"":""0""}"
"6_TswO3YvR","[""4MSL0121---99.png""]",0,"[]","[2,53.612,133.747,29.909,57.562]","{""1"":""0""}"
"6_CLwkwnk5","[""4MSL0121---99.png""]",0,"[]","[2,214.447,0,23.702,42.889]","{""1"":""0""}"
"6_zsHK1XR3","[""4MSL0121---99.png""]",0,"[]","[2,389.391,70.542,64.898,82.393]","{""1"":""1""}"
"6_w8oFvUC4","[""4MSL0121---99.png""]",0,"[]","[2,365.688,41.196,46.276,94.809]","{""1"":""1""}"
"6_fguXmW47","[""4MSL0121---99.png""]",0,"[]","[2,287.81,148.41986,91.42251,80.13514]","{""1"":""1""}"
"6_npht84ZS","[""4MSL0121---99.png""]",0,"[]","[2,211.625,95.937,109.481,50.226]","{""1"":""1""}"
"6_WjZ79pWB","[""4MSL0121---99.png""]",0,"[]","[2,235.892,145.598,41.76,115.124]","{""1"":""1""}"
"6_8f406Qoj","[""4MSL0121---99.png""]",0,"[]","[2,248.307,275.959,73.928,101.581]","{""1"":""1""}"
"6_LLdOzTD5","[""4MSL0121---99.png""]",0,"[]","[2,17.494,182.844,103.838,54.741]","{""1"":""1""}"
"6_We1DipTp","[""4MSL0121---99.png""]",0,"[]","[2,20.88,284.989,75.057,69.413]","{""1"":""1""}"
"6_xsUEq8Xv","[""4MSL0121---99.png""]",0,"[]","[2,178.894,4.515,37.81,115.124]","{""1"":""1""}"
"7_TvjpPU91","[""4MSL0122---15.png""]",0,"[]","[2,184.537,154.063,45.147,38.375]","{""1"":""0""}"
"7_oS4meobT","[""4MSL0122---15.png""]",0,"[]","[2,357.788,239.278,44.582,38.939]","{""1"":""0""}"
"7_5PYGv33Z","[""4MSL0122---15.png""]",0,"[]","[2,445.26,29.91,45.146,29.345]","{""1"":""0""}"
"7_zA0w9oFH","[""4MSL0122---15.png""]",0,"[]","[2,146.163,6.208,53.047,22.009]","{""1"":""0""}"
"7_H0HsungM","[""4MSL0122---15.png""]",0,"[]","[2,28.217,97.065,44.018,43.454]","{""1"":""0""}"
"7_v8BlYo7L","[""4MSL0122---15.png""]",0,"[]","[2,36.117,334.086,36.118,27.652]","{""1"":""0""}"
"7_isx8m1cE","[""4MSL0122---15.png""]",0,"[]","[2,131.49,309.255,54.176,31.603]","{""1"":""0""}"
"7_hARm4B7P","[""4MSL0122---15.png""]",0,"[]","[2,226.298,380.361,49.661,28.217]","{""1"":""0""}"
"7_jx3gwdJj","[""4MSL0122---15.png""]",0,"[]","[2,302.483,321.67,53.047,23.702]","{""1"":""0""}"
"7_iA1w0vKW","[""4MSL0122---15.png""]",0,"[]","[2,115.688,426.072,31.039,55.869]","{""1"":""0""}"
"7_pkzKSmxR","[""4MSL0122---15.png""]",0,"[]","[2,0.564,327.878,30.474,24.266]","{""1"":""0""}"
"7_NrrgCzXl","[""4MSL0122---15.png""]",0,"[]","[2,366.253,6.772,50.79,105.53]","{""1"":""1""}"
"7_VaB9CAbO","[""4MSL0122---15.png""]",0,"[]","[2,437.359,45.147,60.948,90.293]","{""1"":""1""}"
"7_Zk5TuZXz","[""4MSL0122---15.png""]",0,"[]","[2,395.598,197.517,76.185,101.016]","{""1"":""1""}"
"7_hV7p6Nix","[""4MSL0122---15.png""]",0,"[]","[2,216.14,148.984,72.799,81.829]","{""1"":""1""}"
"7_bA9Ev8PI","[""4MSL0122---15.png""]",0,"[]","[2,304.74,127.54,76.186,46.839]","{""1"":""1""}"
"7_HK9bMjqK","[""4MSL0122---15.png""]",0,"[]","[2,279.91,275.395,110.609,54.74]","{""1"":""1""}"
"7_grxtRAgd","[""4MSL0122---15.png""]",0,"[]","[2,205.418,344.808,49.097,98.194]","{""1"":""1""}"
"7_9ZpmKDUJ","[""4MSL0122---15.png""]",0,"[]","[2,354.966,426.637,103.838,62.641]","{""1"":""1""}"
"7_AKFNm26r","[""4MSL0122---15.png""]",0,"[]","[2,97.065,305.869,79.572,89.729]","{""1"":""1""}"
"7_EuXiEvVN","[""4MSL0122---15.png""]",0,"[]","[2,46.84,465.576,108.916,32.731]","{""1"":""1""}"
"7_C9L1EfMn","[""4MSL0122---15.png""]",0,"[]","[2,63.205,67.156,57.562,101.58]","{""1"":""1""}"
"7_GXAoXuD4","[""4MSL0122---15.png""]",0,"[]","[2,122.46,18.623,115.689,39.503]","{""1"":""1""}"
"7_M1V4UyPB","[""4MSL0122---15.png""]",0,"[]","[2,1.693,349.887,75.621,34.425]","{""1"":""1""}"
"8_XGLWwoNl","[""4MSL0122---16.png""]",0,"[]","[2,151.806,137.698,28.781,71.106]","{""1"":""0""}"
"8_O7c3LKc2","[""4MSL0122---16.png""]",0,"[]","[2,218.962,284.424,50.79,34.989]","{""1"":""0""}"
"8_ChVLXujI","[""4MSL0122---16.png""]",0,"[]","[2,220.655,339.165,49.097,26.523]","{""1"":""0""}"
"8_JmdU2zM2","[""4MSL0122---16.png""]",0,"[]","[2,375.847,430.023,41.76,48.532]","{""1"":""0""}"
"8_eAK1qei0","[""4MSL0122---16.png""]",0,"[]","[2,383.183,274.266,60.384,33.86]","{""1"":""0""}"
"8_g6vf9iv4","[""4MSL0122---16.png""]",0,"[]","[2,85.214,29.345,46.84,29.346]","{""1"":""0""}"
"8_ZsEepEtk","[""4MSL0122---16.png""]",0,"[]","[2,436.795,88.6,48.532,115.125]","{""1"":""1""}"
"8_gSpCzA4A","[""4MSL0122---16.png""]",0,"[]","[2,349.887,230.248,40.068,116.817]","{""1"":""1""}"
"8_ItMXVWn3","[""4MSL0122---16.png""]",0,"[]","[2,227.427,182.844,53.047,113.996]","{""1"":""1""}"
"8_hXXRGBKw","[""4MSL0122---16.png""]",0,"[]","[2,185.102,363.995,91.422,35.554]","{""1"":""1""}"
"8_dWZhFC1n","[""4MSL0122---16.png""]",0,"[]","[2,402.935,414.221,89.729,85.215]","{""1"":""1""}"
"8_8X7M0YPf","[""4MSL0122---16.png""]",0,"[]","[2,1.693,426.637,95.937,60.383]","{""1"":""1""}"
"8_n9aoLmAs","[""4MSL0122---16.png""]",0,"[]","[2,37.81,197.517,73.364,100.451]","{""1"":""1""}"
"8_dkmeRFLS","[""4MSL0122---16.png""]",0,"[]","[2,76.185,46.84,67.72,88.036]","{""1"":""1""}"
"8_NCjlkq3y","[""4MSL0122---16.png""]",0,"[]","[2,6.208,6.208,50.79,105.53]","{""1"":""1""}"
"9_1QNnpzoN","[""4MSL0122---61.png""]",0,"[]","[2,233.634,51.919,37.811,51.354]","{""1"":""0""}"
"9_RasHDyQY","[""4MSL0122---61.png""]",0,"[]","[2,11.851,49.097,40.632,30.474]","{""1"":""0""}"
"9_V6ivHmYO","[""4MSL0122---61.png""]",0,"[]","[2,33.86,291.196,63.205,30.474]","{""1"":""0""}"
"9_XHOQp1K0","[""4MSL0122---61.png""]",0,"[]","[2,172.686,314.334,63.77,22.573]","{""1"":""0""}"
"9_BsfyYYHa","[""4MSL0122---61.png""]",0,"[]","[2,361.738,290.632,34.989,40.068]","{""1"":""0""}"
"9_XsECKBHJ","[""4MSL0122---61.png""]",0,"[]","[2,344.244,422.686,29.345,43.454]","{""1"":""0""}"
"9_7kUvsaAY","[""4MSL0122---61.png""]",0,"[]","[2,253.95,429.458,45.147,52.483]","{""1"":""0""}"
"9_XsJYJYOA","[""4MSL0122---61.png""]",0,"[]","[2,145.598,374.153,34.989,45.147]","{""1"":""0""}"
"9_PB1gM51i","[""4MSL0122---61.png""]",0,"[]","[2,468.397,429.458,30.474,45.711]","{""1"":""0""}"
"9_4SLFyDJK","[""4MSL0122---61.png""]",0,"[]","[2,414.786,63.77,33.86,55.869]","{""1"":""0""}"
"9_JV6gGADN","[""4MSL0122---61.png""]",0,"[]","[2,365.124,16.93,79.007,102.709]","{""1"":""1""}"
"9_JWHm5OrZ","[""4MSL0122---61.png""]",0,"[]","[2,168.172,67.72,86.343,89.729]","{""1"":""1""}"
"9_XmE0XsPT","[""4MSL0122---61.png""]",0,"[]","[2,51.354,67.156,66.027,100.451]","{""1"":""1""}"
"9_5LuU3xhR","[""4MSL0122---61.png""]",0,"[]","[2,16.93,257.901,118.51,36.681]","{""1"":""1""}"
"9_MPqlGn3y","[""4MSL0122---61.png""]",0,"[]","[2,177.765,260.722,93.115,76.185]","{""1"":""1""}"
"9_I3GyrWmE","[""4MSL0122---61.png""]",0,"[]","[2,384.312,254.515,69.413,97.065]","{""1"":""1""}"
"9_vLHxxAVB","[""4MSL0122---61.png""]",0,"[]","[2,372.46,387.133,29.346,110.61]","{""1"":""1""}"
"9_CbRUBoXS","[""4MSL0122---61.png""]",0,"[]","[2,71.67,345.937,91.423,82.957]","{""1"":""1""}"
"9_Cp80ElHX","[""4MSL0122---61.png""]",0,"[]","[2,227.427,398.984,34.424,80.136]","{""1"":""1""}"
"10_VEDOX73f","[""4MSL0122---76.png""]",0,"[]","[2,64.898,155.756,54.741,33.86]","{""1"":""0""}"
"10_RCvqZ0tB","[""4MSL0122---76.png""]",0,"[]","[2,165.35,231.941,29.91,34.989]","{""1"":""0""}"
"10_X8iXNEKR","[""4MSL0122---76.png""]",0,"[]","[2,270.316,282.731,55.305,33.86]","{""1"":""0""}"
"10_7gHOpOm8","[""4MSL0122---76.png""]",0,"[]","[2,383.183,297.968,51.354,24.831]","{""1"":""0""}"
"10_UKNDYxMU","[""4MSL0122---76.png""]",0,"[]","[2,437.359,237.02,27.652,53.612]","{""1"":""0""}"
"10_FXucgny7","[""4MSL0122---76.png""]",0,"[]","[2,343.679,62.077,29.346,43.453]","{""1"":""0""}"
"10_8ZOxThs1","[""4MSL0122---76.png""]",0,"[]","[2,253.386,68.284,45.711,53.048]","{""1"":""0""}"
"10_Jbd65XHA","[""4MSL0122---76.png""]",0,"[]","[2,146.163,12.98,34.424,45.711]","{""1"":""0""}"
"10_DwiRMSvc","[""4MSL0122---76.png""]",0,"[]","[2,97.065,372.46,49.098,36.682]","{""1"":""0""}"
"10_mTneM8N7","[""4MSL0122---76.png""]",0,"[]","[2,194.131,395.598,49.097,41.761]","{""1"":""0""}"
"10_05NISD6R","[""4MSL0122---76.png""]",0,"[]","[2,336.343,432.28,22.009,65.463]","{""1"":""0""}"
"10_HXhDDsTt","[""4MSL0122---76.png""]",0,"[]","[2,469.526,67.72,29.345,45.711]","{""1"":""0""}"
"10_2wXsSvWL","[""4MSL0122---76.png""]",0,"[]","[2,3.95,286.682,29.91,47.968]","{""1"":""0""}"
"10_XUlXW6zH","[""4MSL0122---76.png""]",0,"[]","[2,227.991,36.117,34.989,95.373]","{""1"":""1""}"
"10_Anyj1xzh","[""4MSL0122---76.png""]",0,"[]","[2,372.46,28.217,27.089,115.124]","{""1"":""1""}"
"10_w1zJ45nq","[""4MSL0122---76.png""]",0,"[]","[2,243.792,209.932,88.601,80.136]","{""1"":""1""}"
"10_G6UGezwo","[""4MSL0122---76.png""]",0,"[]","[2,124.153,161.4,81.829,79.006]","{""1"":""1""}"
"10_JtGgvoXK","[""4MSL0122---76.png""]",0,"[]","[2,26.524,129.797,66.027,89.165]","{""1"":""1""}"
"10_hsInig2N","[""4MSL0122---76.png""]",0,"[]","[2,150.113,338.6,97.065,69.414]","{""1"":""1""}"
"10_tMWsPOWA","[""4MSL0122---76.png""]",0,"[]","[2,93.679,411.4,89.165,50.225]","{""1"":""1""}"
"10_MfQ2rVQl","[""4MSL0122---76.png""]",0,"[]","[2,373.589,258.46501,102.145,48.53299]","{""1"":""1""}"
"11_t7wIs67U","[""4MSL0122---77.png""]",0,"[]","[2,204.853,159.707,21.445,58.69]","{""1"":""0""}"
"11_OWF2tGPa","[""4MSL0122---77.png""]",0,"[]","[2,287.81,315.463,51.919,20.316]","{""1"":""0""}"
"11_l9JRFEVM","[""4MSL0122---77.png""]",0,"[]","[2,363.995,47.404,53.612,24.266]","{""1"":""0""}"
"11_EzqvlpVg","[""4MSL0122---77.png""]",0,"[]","[2,107.788,68.849,44.582,51.354]","{""1"":""0""}"
"11_YUEdVd8E","[""4MSL0122---77.png""]",0,"[]","[2,23.138,295.711,52.483,28.217]","{""1"":""0""}"
"11_CrZ7MJ6i","[""4MSL0122---77.png""]",0,"[]","[2,76.749,237.02,27.088,53.612]","{""1"":""0""}"
"11_ybw2FQEz","[""4MSL0122---77.png""]",0,"[]","[2,134.876,449.774,29.345,45.711]","{""1"":""0""}"
"11_hpkzx6Er","[""4MSL0122---77.png""]",0,"[]","[2,313.77,38.375,56.997,107.788]","{""1"":""1""}"
"11_xKFXXSy2","[""4MSL0122---77.png""]",0,"[]","[2,307.562,199.21,110.61,47.968]","{""1"":""1""}"
"11_UcIJciEY","[""4MSL0122---77.png""]",0,"[]","[2,260.158,255.643,61.512,91.987]","{""1"":""1""}"
"11_HKXw85XK","[""4MSL0122---77.png""]",0,"[]","[2,299.097,376.411,106.659,36.682]","{""1"":""1""}"
"11_XXC7Kuv3","[""4MSL0122---77.png""]",0,"[]","[2,11.287,259.594,103.837,45.711]","{""1"":""1""}"
"11_l5ubzJDR","[""4MSL0122---77.png""]",0,"[]","[2,11.28668,27.08804,32.16732,116.25296]","{""1"":""1""}"
"11_mqdLkMVE","[""4MSL0122---77.png""]",0,"[]","[2,110.045,49.661,95.937,62.077]","{""1"":""1""}"
"11_WgGBTmNN","[""4MSL0122---77.png""]",0,"[]","[2,176.637,156.321,34.988,117.381]","{""1"":""1""}"
"11_NqHHDOUw","[""4MSL0122---77.png""]",0,"[]","[2,414.221,148.984,84.086,71.106]","{""1"":""1""}"
"12_pQyj17XX","[""4MSL0123---77.png""]",0,"[]","[2,192.438,148.42,33.296,44.582]","{""1"":""0""}"
"12_Jfd5bTXU","[""4MSL0123---77.png""]",0,"[]","[2,295.711,115.124,32.731,34.425]","{""1"":""0""}"
"12_fX0MSR6K","[""4MSL0123---77.png""]",0,"[]","[2,327.314,249.436,33.295,40.067]","{""1"":""0""}"
